policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,comment_text,stance_label,sentiment_label,policy_domain,app_name,package_name,review_text,rating,file_name,word_count
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Assam,Guwahati,news_comment,,student,"On the ground in Guwahati, it is observed that Electric Vehicle (EV) Policy & FAME-II has many loopholes and people are being harassed instead of helped whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Karnataka,Bengaluru,play_store_review,,NGO_rep,"From the perspective of NGO representatives in Bengaluru, PM Awas Yojana (PMAY) – Housing for All has mixed results and people are still trying to understand its impact when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Maharashtra,Mumbai,social_media_post,,NGO_rep,"From the perspective of NGO representatives in Mumbai, MGNREGA – Rural Employment Guarantee has too much paperwork and corruption at local level based on their day-to-day experience.",Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Punjab,Ludhiana,play_store_review,,employee,People in Ludhiana often say that MGNREGA – Rural Employment Guarantee needs proper monitoring and transparency before we can judge it whenever the topic comes up in public meetings.,Neutral,Neutral,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Karnataka,Bengaluru,news_comment,,parent,"According to feedback collected in Bengaluru, PM-KISAN Income Support Scheme looks good on paper but implementation is very weak when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Karnataka,Bengaluru,news_comment,,farmer,People in Bengaluru often say that Beti Bachao Beti Padhao (BBBP) is still new and long-term results are not visible yet when asked in local meetings and discussions.,Neutral,Neutral,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Assam,Guwahati,survey_feedback,,employee,"On the ground in Guwahati, it is observed that PM Awas Yojana (PMAY) – Housing for All has genuinely improved access for ordinary people as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Haryana,Gurugram,play_store_review,,NGO_rep,People in Gurugram often say that National Education Policy 2020 (NEP 2020) has genuinely improved access for ordinary people when asked in local meetings and discussions.,Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Tamil Nadu,Chennai,play_store_review,,parent,"On the ground in Chennai, it is observed that Sukanya Samriddhi Account Scheme has genuinely improved access for ordinary people based on their day-to-day experience.",Support,Positive,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Delhi,New Delhi,play_store_review,,teacher,"On the ground in New Delhi, it is observed that Jal Jeevan Mission (JJM) is a step in the right direction and should be strengthened further according to informal surveys done by community groups.",Support,Positive,,,,,,,
,,,,,,,," Type of information that state governments collected on RTE portal included tuition fee, cost of text books, uniforms, learning material, number of available Development & Research Services Pvt.",Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",29.0
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Haryana,Gurugram,survey_feedback,,shopkeeper,"In Gurugram, many shopkeepers feel that RTE Act 12(1)(c) – EWS Quota has many loopholes and people are being harassed instead of helped according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,West Bengal,Kolkata,survey_feedback,,NGO_rep,People in Kolkata often say that MGNREGA – Rural Employment Guarantee reduced our daily struggles and brought some relief when asked in local meetings and discussions.,Support,Positive,,,,,,,
P009,Digital India Mission,Digital_Governance,Maharashtra,Mumbai,news_comment,,farmer,People in Mumbai often say that Digital India Mission has potential but the government needs to fix practical issues,Neutral,Neutral,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Tamil Nadu,Coimbatore,survey_report,Survey – School Meals,teacher,The scheme gives us a safe way to save for our daughters' education.,Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Tamil Nadu,Chennai,news_comment,,employee,"In Chennai, many employees feel that National Food Security Act / PDS looks good on paper but implementation is very weak when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
,,,,,,,,Shewali’s mother rushed to the spot and rescued her without any difficulties.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,12.0
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Karnataka,Bengaluru,social_media_post,,farmer,"According to feedback collected in Bengaluru, Electric Vehicle (EV) Policy & FAME-II looks good on paper but implementation is very weak whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Uttar Pradesh,Lucknow,survey_feedback,,farmer,"In Lucknow, many farmers feel that National Food Security Act / PDS looks good on paper but implementation is very weak according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
,,,,,,,,Some states also served boiled eggs (58%) and roots/tubers (53%).,Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,10.0
P014,National Food Security Act / PDS,Food_Security,Uttar Pradesh,Lucknow,play_store_review,,official,"From the perspective of officials in Lucknow, National Food Security Act / PDS seems useful for some groups but others are left out when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Tamil Nadu,Chennai,play_store_review,,teacher,People in Chennai often say that PM-KISAN Income Support Scheme looks good on paper but implementation is very weak when asked in local meetings and discussions.,Oppose,Negative,,,,,,,
P009,Digital India Mission,Digital_Governance,Delhi,New Delhi,survey_feedback,,shopkeeper,"According to feedback collected in New Delhi, Digital India Mission has many loopholes and people are being harassed instead of helped",Oppose,Negative,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Assam,Guwahati,news_comment,,shopkeeper,"According to feedback collected in Guwahati, Jal Jeevan Mission (JJM) looks good on paper but implementation is very weak based on their day-to-day experience.",Oppose,Negative,,,,,,,
,,,,,,,, Ascertain whether o State Governments have accorded recognition to KGBV schools as regular residential upper primary schools.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,18.0
P018,Data Protection / DPDP Act,Data_Protection,Haryana,Gurugram,news_comment,,student,"In Gurugram, many students feel that Data Protection / DPDP Act has genuinely improved access for ordinary people according to informal surveys done by community groups.",Support,Positive,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,West Bengal,Kolkata,play_store_review,,NGO_rep,People in Kolkata often say that NPEGEL – Girls Education Initiative has genuinely improved access for ordinary people when asked in local meetings and discussions.,Support,Positive,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Punjab,Ludhiana,survey_feedback,,teacher,"On the ground in Ludhiana, it is observed that Ayushman Bharat – PM-JAY Health Insurance has mixed results and people are still trying to understand its impact according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Karnataka,Bengaluru,survey_feedback,,shopkeeper,"From the perspective of shopkeepers in Bengaluru, Ayushman Bharat – PM-JAY Health Insurance has mixed results and people are still trying to understand its impact based on their day-to-day experience.",Neutral,Neutral,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Maharashtra,Mumbai,news_comment,,parent,"In Mumbai, many parents feel that Mid-Day Meal Scheme (MDM) is not reaching the actual beneficiaries in our district according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Karnataka,Bengaluru,social_media_post,,parent,People in Bengaluru often say that Goods and Services Tax (GST) needs proper monitoring and transparency before we can judge it based on their day-to-day experience.,Neutral,Neutral,,,,,,,
,,,,,,,,Dashboard A real time dashboard was maintained for close monitoring of the data collection process.,Neutral,,,,,,,SSG-2022-report.pdf,15.0
P016,Jal Jeevan Mission (JJM),Drinking_Water,West Bengal,Kolkata,social_media_post,,employee,"From the perspective of employees in Kolkata, Jal Jeevan Mission (JJM) has many loopholes and people are being harassed instead of helped as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,West Bengal,Kolkata,survey_feedback,,employee,"From the perspective of employees in Kolkata, National Food Security Act / PDS has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Uttar Pradesh,Lucknow,play_store_review,,farmer,"On the ground in Lucknow, it is observed that PM Awas Yojana (PMAY) – Housing for All helps poor and middle-class families who had no support earlier when asked in local meetings and discussions.",Support,Positive,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Delhi,New Delhi,play_store_review,,official,"According to feedback collected in New Delhi, Electric Vehicle (EV) Policy & FAME-II is one of the few schemes that actually reaches villages based on their day-to-day experience.",Support,Positive,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Punjab,Ludhiana,news_comment,,teacher,"From the perspective of teachers in Ludhiana, MGNREGA – Rural Employment Guarantee helps poor and middle-class families who had no support earlier according to informal surveys done by community groups.",Support,Positive,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Assam,Guwahati,news_comment,,employee,"From the perspective of employees in Guwahati, Smart Cities Mission has many loopholes and people are being harassed instead of helped whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,West Bengal,Kolkata,social_media_post,,employee,People in Kolkata often say that Data Protection / DPDP Act is one of the few schemes that actually reaches villages,Support,Positive,,,,,,,
P009,Digital India Mission,Digital_Governance,Haryana,Gurugram,social_media_post,,citizen,"From the perspective of citizens in Gurugram, Digital India Mission has too much paperwork and corruption at local level based on their day-to-day experience.",Oppose,Negative,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Punjab,Ludhiana,survey_feedback,,NGO_rep,"In Ludhiana, many NGO representatives feel that RTE Act 12(1)(c) – EWS Quota is not reaching the actual beneficiaries in our district when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Tamil Nadu,Madurai,focus_group,FGD with SMC,parent,The programme is active only on paper in our cluster.,Oppose,Negative,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Assam,Guwahati,survey_feedback,,farmer,"From the perspective of farmers in Guwahati, National Education Policy 2020 (NEP 2020) has made real difference on the ground in our area",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Madhya Pradesh,Bhopal,survey_report,Survey Report – RTE,NGO_rep,Implementation roadmap is unclear at ground level.,Oppose,Negative,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Delhi,New Delhi,news_comment,,shopkeeper,"According to feedback collected in New Delhi, Beti Bachao Beti Padhao (BBBP) is still new and long-term results are not visible yet according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Assam,Guwahati,survey_feedback,,NGO_rep,People in Guwahati often say that RTE Act 12(1)(c) – EWS Quota needs proper monitoring and transparency before we can judge it as reflected in recent conversations on social media.,Neutral,Neutral,,,,,,,
,,,,,,,,Now that KGBV facility is being extended up to 10th the problem may be mitigated to a great extent.,Oppose,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,19.0
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Punjab,Ludhiana,play_store_review,,teacher,"From the perspective of teachers in Ludhiana, Mid-Day Meal Scheme (MDM) has made real difference on the ground in our area based on their day-to-day experience.",Support,Positive,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Haryana,Gurugram,news_comment,,teacher,"On the ground in Gurugram, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) has genuinely improved access for ordinary people",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Punjab,Ludhiana,survey_feedback,,student,"On the ground in Ludhiana, it is observed that National Education Policy 2020 (NEP 2020) has mixed results and people are still trying to understand its impact based on their day-to-day experience.",Neutral,Neutral,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Chennai,social_media_post,,employee,"According to feedback collected in Chennai, National Education Policy 2020 (NEP 2020) has genuinely improved access for ordinary people based on their day-to-day experience.",Support,Positive,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Karnataka,Bengaluru,social_media_post,,farmer,People in Bengaluru often say that Atal Pension Yojana (APY) reduced our daily struggles and brought some relief when asked in local meetings and discussions.,Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,New Delhi,play_store_review,,employee,"According to feedback collected in New Delhi, National Education Policy 2020 (NEP 2020) has genuinely improved access for ordinary people whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Uttar Pradesh,Lucknow,news_comment,,teacher,"On the ground in Lucknow, it is observed that Beti Bachao Beti Padhao (BBBP) has genuinely improved access for ordinary people",Support,Positive,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Uttar Pradesh,Lucknow,social_media_post,,farmer,"According to feedback collected in Lucknow, Beti Bachao Beti Padhao (BBBP) is not reaching the actual beneficiaries in our district as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Uttar Pradesh,Lucknow,play_store_review,,teacher,"According to feedback collected in Lucknow, MGNREGA – Rural Employment Guarantee has mixed results and people are still trying to understand its impact",Neutral,Neutral,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Haryana,Gurugram,social_media_post,,citizen,"According to feedback collected in Gurugram, Ayushman Bharat – PM-JAY Health Insurance needs proper monitoring and transparency before we can judge it when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Delhi,New Delhi,news_comment,,teacher,"On the ground in New Delhi, it is observed that Goods and Services Tax (GST) has many loopholes and people are being harassed instead of helped based on their day-to-day experience.",Oppose,Negative,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Tamil Nadu,Chennai,survey_feedback,,NGO_rep,People in Chennai often say that Sukanya Samriddhi Account Scheme has created more confusion than benefit for common people,Oppose,Negative,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Delhi,New Delhi,social_media_post,,shopkeeper,"In New Delhi, many shopkeepers feel that PM-KISAN Income Support Scheme has mixed results and people are still trying to understand its impact whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Lucknow,social_media_post,,farmer,"On the ground in Lucknow, it is observed that Mid-Day Meal Scheme (MDM) reduced our daily struggles and brought some relief based on their day-to-day experience.",Support,Positive,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Maharashtra,Mumbai,survey_feedback,,shopkeeper,"In Mumbai, many shopkeepers feel that PM Awas Yojana (PMAY) – Housing for All is still new and long-term results are not visible yet according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
,,,,,,,,The survey asked about complementary services that accompany the mid-day meals (Figure 17).,Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,13.0
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Coimbatore,survey_report,Survey – School Meals,NGO_rep,Flexible subject choices will help students.,Support,Positive,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Delhi,New Delhi,social_media_post,,official,"In New Delhi, many officials feel that Mid-Day Meal Scheme (MDM) has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Haryana,Gurugram,survey_feedback,,official,People in Gurugram often say that MGNREGA – Rural Employment Guarantee helps poor and middle-class families who had no support earlier,Support,Positive,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Uttar Pradesh,Lucknow,survey_feedback,,NGO_rep,"On the ground in Lucknow, it is observed that Ayushman Bharat – PM-JAY Health Insurance has mixed results and people are still trying to understand its impact according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
,,,,,,,,In Karnataka the head Master of every government school maintained the records of school going children.,Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",16.0
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,West Bengal,Kolkata,news_comment,,official,"From the perspective of officials in Kolkata, Electric Vehicle (EV) Policy & FAME-II needs proper monitoring and transparency before we can judge it as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Uttar Pradesh,Lucknow,news_comment,,teacher,"According to feedback collected in Lucknow, Jal Jeevan Mission (JJM) has made real difference on the ground in our area according to informal surveys done by community groups.",Support,Positive,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,West Bengal,Kolkata,play_store_review,,NGO_rep,"From the perspective of NGO representatives in Kolkata, PM Awas Yojana (PMAY) – Housing for All has genuinely improved access for ordinary people",Support,Positive,,,,,,,
,,,,,,,,"However, as per discussion with DEO, there was no such authority in Bhopal maintaining prescribed record relating to children from their birth till they attain 14 years.",Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",27.0
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Karnataka,Bengaluru,news_comment,,shopkeeper,"According to feedback collected in Bengaluru, Swachh Survekshan Grameen / Swachh Bharat has genuinely improved access for ordinary people when asked in local meetings and discussions.",Support,Positive,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Assam,Guwahati,play_store_review,,NGO_rep,"According to feedback collected in Guwahati, NPEGEL – Girls Education Initiative helps poor and middle-class families who had no support earlier based on their day-to-day experience.",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Haryana,Gurugram,play_store_review,,NGO_rep,"From the perspective of NGO representatives in Gurugram, National Education Policy 2020 (NEP 2020) feels more like a political advertisement than a real solution whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,West Bengal,Kolkata,news_comment,,employee,"According to feedback collected in Kolkata, Atal Pension Yojana (APY) looks good on paper but implementation is very weak as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Tamil Nadu,Chennai,social_media_post,,student,"According to feedback collected in Chennai, Goods and Services Tax (GST) has genuinely improved access for ordinary people as reflected in recent conversations on social media.",Support,Positive,,,,,,,
,,,,,,,,average policy,Neutral,,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Assam,Guwahati,social_media_post,,farmer,"In Guwahati, many farmers feel that Jal Jeevan Mission (JJM) helps poor and middle-class families who had no support earlier when asked in local meetings and discussions.",Support,Positive,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Tamil Nadu,Chennai,social_media_post,,citizen,"From the perspective of citizens in Chennai, Kasturba Gandhi Balika Vidyalaya (KGBV) helps poor and middle-class families who had no support earlier as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P009,Digital India Mission,Digital_Governance,Uttar Pradesh,Lucknow,survey_feedback,,employee,"From the perspective of employees in Lucknow, Digital India Mission has potential but the government needs to fix practical issues",Neutral,Neutral,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Rajasthan,Jaipur,play_store_review,,citizen,People in Jaipur often say that Smart Cities Mission has made real difference on the ground in our area when asked in local meetings and discussions.,Support,Positive,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Delhi,New Delhi,social_media_post,,shopkeeper,"From the perspective of shopkeepers in New Delhi, Jal Jeevan Mission (JJM) is a step in the right direction and should be strengthened further",Support,Positive,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Rajasthan,Jaipur,play_store_review,,parent,People in Jaipur often say that PM-KISAN Income Support Scheme has too much paperwork and corruption at local level according to informal surveys done by community groups.,Oppose,Negative,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Haryana,Rohtak,focus_group,FGD with Girls,parent,Rural schools lack infrastructure for the new curriculum.,Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Haryana,Gurugram,news_comment,,farmer,"According to feedback collected in Gurugram, MGNREGA – Rural Employment Guarantee is a step in the right direction and should be strengthened further whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Lucknow,play_store_review,,shopkeeper,"From the perspective of shopkeepers in Lucknow, Mid-Day Meal Scheme (MDM) needs proper monitoring and transparency before we can judge it whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Rajasthan,Jaipur,social_media_post,,shopkeeper,"In Jaipur, many shopkeepers feel that RTE Act 12(1)(c) – EWS Quota could become effective if local officials take it seriously when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Maharashtra,Mumbai,survey_feedback,,official,"From the perspective of officials in Mumbai, Mid-Day Meal Scheme (MDM) has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P009,Digital India Mission,Digital_Governance,Assam,Guwahati,play_store_review,,NGO_rep,"From the perspective of NGO representatives in Guwahati, Digital India Mission helps poor and middle-class families who had no support earlier when asked in local meetings and discussions.",Support,Positive,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Uttar Pradesh,Lucknow,play_store_review,,employee,People in Lucknow often say that Data Protection / DPDP Act has too much paperwork and corruption at local level based on their day-to-day experience.,Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Uttar Pradesh,Lucknow,play_store_review,,official,"In Lucknow, many officials feel that MGNREGA – Rural Employment Guarantee has mixed results and people are still trying to understand its impact when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
,,,,,,,,"They had admitted 1069 CWSN in 2015-16, 103 CWSN in 2016-17 and 94 CWSN in 2017-18 Status of recognition of schools In Chhattisgarh there are 93 schools sanctioned.",Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,28.0
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Lucknow,play_store_review,,citizen,"From the perspective of citizens in Lucknow, Mid-Day Meal Scheme (MDM) is a step in the right direction and should be strengthened further according to informal surveys done by community groups.",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Lucknow,news_comment,,parent,"On the ground in Lucknow, it is observed that National Education Policy 2020 (NEP 2020) looks good on paper but implementation is very weak when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Maharashtra,Mumbai,survey_feedback,,farmer,People in Mumbai often say that PM Awas Yojana (PMAY) – Housing for All is not reaching the actual beneficiaries in our district,Oppose,Negative,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Indore,survey_report,Survey Report – RTE,headmaster,The long lock-in period makes the scheme impractical for many families.,Oppose,Negative,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Delhi,New Delhi,news_comment,,shopkeeper,"In New Delhi, many shopkeepers feel that MGNREGA – Rural Employment Guarantee has too much paperwork and corruption at local level as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
,,,,,,,,It has been probed by the survey team to see whether the health records of the girls are kept or not.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,21.0
P011,MGNREGA – Rural Employment Guarantee,Employment,Haryana,Gurugram,news_comment,,NGO_rep,"In Gurugram, many NGO representatives feel that MGNREGA – Rural Employment Guarantee seems useful for some groups but others are left out when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Delhi,New Delhi,focus_group,FGD with Girls,girl_student,KGBV hostel allows girls from remote villages to continue education.,Support,Positive,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Delhi,New Delhi,survey_feedback,,employee,"On the ground in New Delhi, it is observed that Goods and Services Tax (GST) reduced our daily struggles and brought some relief when asked in local meetings and discussions.",Support,Positive,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Assam,Guwahati,news_comment,,farmer,People in Guwahati often say that MGNREGA – Rural Employment Guarantee could become effective if local officials take it seriously as reflected in recent conversations on social media.,Neutral,Neutral,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Delhi,New Delhi,news_comment,,citizen,"According to feedback collected in New Delhi, Data Protection / DPDP Act looks good on paper but implementation is very weak as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
,,,,,,,,policy sucks,Oppose,,,,,,,,
,,,,,,,,"In the Directorate of Education, the Director is the Chief Executive Officer (CEO) assisted by Additional Directors, Deputy Directors of Education at various units/branches/districts and Principals of schools.",Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",28.0
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Maharashtra,Mumbai,play_store_review,,farmer,"According to feedback collected in Mumbai, Swachh Survekshan Grameen / Swachh Bharat has many loopholes and people are being harassed instead of helped based on their day-to-day experience.",Oppose,Negative,,,,,,,
,,,,,,,,School closures are one of the most common responses to curtail the transmission of Covid-19.,Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,15.0
P011,MGNREGA – Rural Employment Guarantee,Employment,Maharashtra,Mumbai,social_media_post,,parent,"According to feedback collected in Mumbai, MGNREGA – Rural Employment Guarantee has too much paperwork and corruption at local level based on their day-to-day experience.",Oppose,Negative,,,,,,,
,,,,,,,,mixed reaction,Neutral,,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Uttar Pradesh,Lucknow,survey_feedback,,employee,"According to feedback collected in Lucknow, Sukanya Samriddhi Account Scheme has too much paperwork and corruption at local level as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
,,,,,,,,strongly oppose,Oppose,,,,,,,,
,,,,,,,, It has created an inclusive attitude with a democratic perspective in heterogeneous classrooms.,Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",14.0
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Punjab,Ludhiana,news_comment,,official,People in Ludhiana often say that Swachh Survekshan Grameen / Swachh Bharat seems useful for some groups but others are left out based on their day-to-day experience.,Neutral,Neutral,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,West Bengal,Kolkata,play_store_review,,teacher,"According to feedback collected in Kolkata, Jal Jeevan Mission (JJM) needs proper monitoring and transparency before we can judge it according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Haryana,Gurugram,news_comment,,NGO_rep,"From the perspective of NGO representatives in Gurugram, PM Awas Yojana (PMAY) – Housing for All seems useful for some groups but others are left out whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Rajasthan,Jaipur,social_media_post,,NGO_rep,People in Jaipur often say that National Food Security Act / PDS has created more confusion than benefit for common people as reflected in recent conversations on social media.,Oppose,Negative,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Rajasthan,Jaipur,news_comment,,farmer,People in Jaipur often say that Beti Bachao Beti Padhao (BBBP) is a step in the right direction and should be strengthened further when asked in local meetings and discussions.,Support,Positive,,,,,,,
